Annotation	Gene	Input
GO:0019901_protein kinase binding	Acvrl1	1	
GO:0046332_SMAD binding	Acvrl1	1	
GO:0046872_metal ion binding	Acvrl1	1	
GO:0048185_activin binding	Acvrl1	1	
GO:0050431_transforming growth factor beta binding	Acvrl1	1	
GO:0098821_BMP receptor activity	Acvrl1	1	
GO:0004046_aminoacylase activity	Aspa	1	
GO:0005515_protein binding	Aspa	1	
GO:0016787_hydrolase activity	Aspa	1	
GO:0016788_hydrolase activity, acting on ester bonds	Aspa	1	
GO:0016811_hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	Aspa	1	
GO:0019807_aspartoacylase activity	Aspa	1	
GO:0046872_metal ion binding	Aspa	1	
GO:0001883_purine nucleoside binding	Ada	1	
GO:0004000_adenosine deaminase activity	Ada	1	
GO:0004000_adenosine deaminase activity	Ada	1	
GO:0004000_adenosine deaminase activity	Ada	1	
GO:0008270_zinc ion binding	Ada	1	
GO:0008270_zinc ion binding	Ada	1	
GO:0016787_hydrolase activity	Ada	1	
GO:0019239_deaminase activity	Ada	1	
GO:0046872_metal ion binding	Ada	1	
GO:0004175_endopeptidase activity	Adam10	1	
GO:0004222_metalloendopeptidase activity	Adam10	1	
GO:0005515_protein binding	Adam10	1	
GO:0008233_peptidase activity	Adam10	1	
GO:0008237_metallopeptidase activity	Adam10	1	
GO:0008237_metallopeptidase activity	Adam10	1	
GO:0008237_metallopeptidase activity	Adam10	1	
GO:0016787_hydrolase activity	Adam10	1	
GO:0017124_SH3 domain binding	Adam10	1	
GO:0019901_protein kinase binding	Adam10	1	
GO:0042169_SH2 domain binding	Adam10	1	
GO:0042803_protein homodimerization activity	Adam10	1	
GO:0046872_metal ion binding	Adam10	1	
GO:0004222_metalloendopeptidase activity	Adam11	1	
GO:0005515_protein binding	Adam11	1	
GO:0008237_metallopeptidase activity	Adam11	1	
GO:0004222_metalloendopeptidase activity	Adam12	1	
GO:0005515_protein binding	Adam12	1	
GO:0008233_peptidase activity	Adam12	1	
GO:0008237_metallopeptidase activity	Adam12	1	
GO:0016787_hydrolase activity	Adam12	1	
GO:0017124_SH3 domain binding	Adam12	1	
GO:0046872_metal ion binding	Adam12	1	
GO:0004222_metalloendopeptidase activity	Adam15	1	
GO:0005178_integrin binding	Adam15	1	
GO:0005515_protein binding	Adam15	1	
GO:0008233_peptidase activity	Adam15	1	
GO:0008237_metallopeptidase activity	Adam15	1	
GO:0016787_hydrolase activity	Adam15	1	
GO:0017124_SH3 domain binding	Adam15	1	
GO:0046872_metal ion binding	Adam15	1	
GO:0004222_metalloendopeptidase activity	Adam17	1	
GO:0005112_Notch binding	Adam17	1	
GO:0005138_interleukin-6 receptor binding	Adam17	1	
GO:0005178_integrin binding	Adam17	1	
GO:0005515_protein binding	Adam17	1	
GO:0008233_peptidase activity	Adam17	1	
GO:0008237_metallopeptidase activity	Adam17	1	
GO:0008237_metallopeptidase activity	Adam17	1	
GO:0008237_metallopeptidase activity	Adam17	1	
GO:0016787_hydrolase activity	Adam17	1	
GO:0017124_SH3 domain binding	Adam17	1	
GO:0030165_PDZ domain binding	Adam17	1	
GO:0046872_metal ion binding	Adam17	1	
GO:0004222_metalloendopeptidase activity	Adam19	1	
GO:0005515_protein binding	Adam19	1	
GO:0008233_peptidase activity	Adam19	1	
GO:0008237_metallopeptidase activity	Adam19	1	
GO:0016787_hydrolase activity	Adam19	1	
GO:0017124_SH3 domain binding	Adam19	1	
GO:0046872_metal ion binding	Adam19	1	
GO:0004222_metalloendopeptidase activity	Adam2	1	
GO:0005515_protein binding	Adam2	1	
GO:0008237_metallopeptidase activity	Adam2	1	
GO:0004222_metalloendopeptidase activity	Adam22	1	
GO:0005515_protein binding	Adam22	1	
GO:0008237_metallopeptidase activity	Adam22	1	
GO:0005515_protein binding	Adam3	1	
GO:0004222_metalloendopeptidase activity	Adam5	1	
GO:0008237_metallopeptidase activity	Adam5	1	
GO:0004175_endopeptidase activity	Adam7	1	
GO:0004222_metalloendopeptidase activity	Adam7	1	
GO:0008237_metallopeptidase activity	Adam7	1	
GO:0004222_metalloendopeptidase activity	Adam8	1	
GO:0005178_integrin binding	Adam8	1	
GO:0005509_calcium ion binding	Adam8	1	
GO:0005515_protein binding	Adam8	1	
GO:0008233_peptidase activity	Adam8	1	
GO:0008237_metallopeptidase activity	Adam8	1	
GO:0008237_metallopeptidase activity	Adam8	1	
GO:0008270_zinc ion binding	Adam8	1	
GO:0016787_hydrolase activity	Adam8	1	
GO:0046872_metal ion binding	Adam8	1	
GO:0050839_cell adhesion molecule binding	Adam8	1	
GO:0050839_cell adhesion molecule binding	Adam8	1	
GO:0004222_metalloendopeptidase activity	Adam9	1	
GO:0004222_metalloendopeptidase activity	Adam9	1	
GO:0005080_protein kinase C binding	Adam9	1	
GO:0005178_integrin binding	Adam9	1	
GO:0005515_protein binding	Adam9	1	
GO:0005518_collagen binding	Adam9	1	
GO:0008233_peptidase activity	Adam9	1	
GO:0008237_metallopeptidase activity	Adam9	1	
GO:0016787_hydrolase activity	Adam9	1	
GO:0017124_SH3 domain binding	Adam9	1	
GO:0017124_SH3 domain binding	Adam9	1	
GO:0043236_laminin binding	Adam9	1	
GO:0046872_metal ion binding	Adam9	1	
GO:0004222_metalloendopeptidase activity	Adamts1	1	
GO:0004222_metalloendopeptidase activity	Adamts1	1	
GO:0004222_metalloendopeptidase activity	Adamts1	1	
GO:0005515_protein binding	Adamts1	1	
GO:0008201_heparin binding	Adamts1	1	
GO:0008233_peptidase activity	Adamts1	1	
GO:0008237_metallopeptidase activity	Adamts1	1	
GO:0008270_zinc ion binding	Adamts1	1	
GO:0016787_hydrolase activity	Adamts1	1	
GO:0046872_metal ion binding	Adamts1	1	
GO:0000149_SNARE binding	Adcy6	1	
GO:0000166_nucleotide binding	Adcy6	1	
GO:0004016_adenylate cyclase activity	Adcy6	1	
GO:0004016_adenylate cyclase activity	Adcy6	1	
GO:0004016_adenylate cyclase activity	Adcy6	1	
GO:0004383_guanylate cyclase activity	Adcy6	1	
GO:0005102_receptor binding	Adcy6	1	
GO:0005524_ATP binding	Adcy6	1	
GO:0008294_calcium- and calmodulin-responsive adenylate cyclase activity	Adcy6	1	
GO:0008294_calcium- and calmodulin-responsive adenylate cyclase activity	Adcy6	1	
GO:0016829_lyase activity	Adcy6	1	
GO:0016849_phosphorus-oxygen lyase activity	Adcy6	1	
GO:0019901_protein kinase binding	Adcy6	1	
GO:0046872_metal ion binding	Adcy6	1	
GO:0097110_scaffold protein binding	Adcy6	1	
GO:0000166_nucleotide binding	Adcy7	1	
GO:0004016_adenylate cyclase activity	Adcy7	1	
GO:0004016_adenylate cyclase activity	Adcy7	1	
GO:0004016_adenylate cyclase activity	Adcy7	1	
GO:0004383_guanylate cyclase activity	Adcy7	1	
GO:0005524_ATP binding	Adcy7	1	
GO:0016829_lyase activity	Adcy7	1	
GO:0016849_phosphorus-oxygen lyase activity	Adcy7	1	
GO:0046872_metal ion binding	Adcy7	1	
GO:0000166_nucleotide binding	Adcy8	1	
GO:0004016_adenylate cyclase activity	Adcy8	1	
GO:0004383_guanylate cyclase activity	Adcy8	1	
GO:0005516_calmodulin binding	Adcy8	1	
GO:0005524_ATP binding	Adcy8	1	
GO:0008022_protein C-terminus binding	Adcy8	1	
GO:0008294_calcium- and calmodulin-responsive adenylate cyclase activity	Adcy8	1	
GO:0016829_lyase activity	Adcy8	1	
GO:0016849_phosphorus-oxygen lyase activity	Adcy8	1	
GO:0046872_metal ion binding	Adcy8	1	
GO:0047485_protein N-terminus binding	Adcy8	1	
GO:0000166_nucleotide binding	Adcy9	1	
GO:0004016_adenylate cyclase activity	Adcy9	1	
GO:0004016_adenylate cyclase activity	Adcy9	1	
GO:0004383_guanylate cyclase activity	Adcy9	1	
GO:0005524_ATP binding	Adcy9	1	
GO:0016829_lyase activity	Adcy9	1	
GO:0016849_phosphorus-oxygen lyase activity	Adcy9	1	
GO:0046872_metal ion binding	Adcy9	1	
GO:0005057_signal transducer activity, downstream of receptor	Adcyap1	1	
GO:0005057_signal transducer activity, downstream of receptor	Adcyap1	1	
GO:0005102_receptor binding	Adcyap1	1	
GO:0005179_hormone activity	Adcyap1	1	
GO:0005184_neuropeptide hormone activity	Adcyap1	1	
GO:0005184_neuropeptide hormone activity	Adcyap1	1	
GO:0016521_pituitary adenylate cyclase activating polypeptide activity	Adcyap1	1	
GO:0016521_pituitary adenylate cyclase activating polypeptide activity	Adcyap1	1	
GO:0031858_pituitary adenylate cyclase-activating polypeptide receptor binding	Adcyap1	1	
GO:0051428_peptide hormone receptor binding	Adcyap1	1	
GO:0004871_signal transducer activity	Adcyap1r1	1	
GO:0004888_transmembrane signaling receptor activity	Adcyap1r1	1	
GO:0004930_G-protein coupled receptor activity	Adcyap1r1	1	
GO:0004999_vasoactive intestinal polypeptide receptor activity	Adcyap1r1	1	
GO:0005515_protein binding	Adcyap1r1	1	
GO:0008179_adenylate cyclase binding	Adcyap1r1	1	
GO:0030306_ADP-ribosylation factor binding	Adcyap1r1	1	
GO:0042923_neuropeptide binding	Adcyap1r1	1	
GO:0003723_RNA binding	Add1	1	
GO:0003779_actin binding	Add1	1	
GO:0005198_structural molecule activity	Add1	1	
GO:0005516_calmodulin binding	Add1	1	
GO:0008134_transcription factor binding	Add1	1	
GO:0030507_spectrin binding	Add1	1	
GO:0042608_T cell receptor binding	Add1	1	
GO:0042803_protein homodimerization activity	Add1	1	
GO:0045296_cadherin binding	Add1	1	
GO:0046982_protein heterodimerization activity	Add1	1	
GO:0051015_actin filament binding	Add1	1	
GO:0003779_actin binding	Add2	1	
GO:0005198_structural molecule activity	Add2	1	
GO:0005516_calmodulin binding	Add2	1	
GO:0019901_protein kinase binding	Add2	1	
GO:0030507_spectrin binding	Add2	1	
GO:0042803_protein homodimerization activity	Add2	1	
GO:0046982_protein heterodimerization activity	Add2	1	
GO:0051015_actin filament binding	Add2	1	
GO:0005515_protein binding	Plin2	1	
GO:0004022_alcohol dehydrogenase (NAD) activity	Adh1	1	
GO:0004022_alcohol dehydrogenase (NAD) activity	Adh1	1	
GO:0004022_alcohol dehydrogenase (NAD) activity	Adh1	1	
GO:0004024_alcohol dehydrogenase activity, zinc-dependent	Adh1	1	
GO:0004745_retinol dehydrogenase activity	Adh1	1	
GO:0008144_drug binding	Adh1	1	
GO:0008270_zinc ion binding	Adh1	1	
GO:0016491_oxidoreductase activity	Adh1	1	
GO:0035276_ethanol binding	Adh1	1	
GO:0042803_protein homodimerization activity	Adh1	1	
GO:0046872_metal ion binding	Adh1	1	
GO:0051287_NAD binding	Adh1	1	
GO:0004022_alcohol dehydrogenase (NAD) activity	Adh7	1	
GO:0004022_alcohol dehydrogenase (NAD) activity	Adh7	1	
GO:0004022_alcohol dehydrogenase (NAD) activity	Adh7	1	
GO:0004024_alcohol dehydrogenase activity, zinc-dependent	Adh7	1	
GO:0004031_aldehyde oxidase activity	Adh7	1	
GO:0004745_retinol dehydrogenase activity	Adh7	1	
GO:0004745_retinol dehydrogenase activity	Adh7	1	
GO:0008270_zinc ion binding	Adh7	1	
GO:0016491_oxidoreductase activity	Adh7	1	
GO:0019841_retinol binding	Adh7	1	
GO:0035276_ethanol binding	Adh7	1	
GO:0042803_protein homodimerization activity	Adh7	1	
GO:0046872_metal ion binding	Adh7	1	
GO:0048019_receptor antagonist activity	Adh7	1	
GO:0051287_NAD binding	Adh7	1	
GO:0004022_alcohol dehydrogenase (NAD) activity	Adh5	1	
GO:0004022_alcohol dehydrogenase (NAD) activity	Adh5	1	
GO:0005504_fatty acid binding	Adh5	1	
GO:0008270_zinc ion binding	Adh5	1	
GO:0016491_oxidoreductase activity	Adh5	1	
GO:0018467_formaldehyde dehydrogenase activity	Adh5	1	
GO:0042803_protein homodimerization activity	Adh5	1	
GO:0046872_metal ion binding	Adh5	1	
GO:0051903_S-(hydroxymethyl)glutathione dehydrogenase activity	Adh5	1	
GO:0000166_nucleotide binding	Adk	1	
GO:0003723_RNA binding	Adk	1	
GO:0004001_adenosine kinase activity	Adk	1	
GO:0004001_adenosine kinase activity	Adk	1	
GO:0005524_ATP binding	Adk	1	
GO:0016301_kinase activity	Adk	1	
GO:0016740_transferase activity	Adk	1	
GO:0016773_phosphotransferase activity, alcohol group as acceptor	Adk	1	
GO:0046872_metal ion binding	Adk	1	
GO:0005179_hormone activity	Adm	1	
GO:0031700_adrenomedullin receptor binding	Adm	1	
GO:0001605_adrenomedullin receptor activity	Gpr182	1	
GO:0004871_signal transducer activity	Gpr182	1	
GO:0004930_G-protein coupled receptor activity	Gpr182	1	
GO:0004175_endopeptidase activity	Cfd	1	
GO:0004252_serine-type endopeptidase activity	Cfd	1	
GO:0008233_peptidase activity	Cfd	1	
GO:0008236_serine-type peptidase activity	Cfd	1	
GO:0016787_hydrolase activity	Cfd	1	
GO:0003677_DNA binding	Adnp	1	
GO:0003682_chromatin binding	Adnp	1	
GO:0005507_copper ion binding	Adnp	1	
GO:0005515_protein binding	Adnp	1	
GO:0042277_peptide binding	Adnp	1	
GO:0046872_metal ion binding	Adnp	1	
GO:0048487_beta-tubulin binding	Adnp	1	
GO:0001609_G-protein coupled adenosine receptor activity	Adora1	1	
GO:0001664_G-protein coupled receptor binding	Adora1	1	
GO:0001883_purine nucleoside binding	Adora1	1	
GO:0004629_phospholipase C activity	Adora1	1	
GO:0004871_signal transducer activity	Adora1	1	
GO:0004930_G-protein coupled receptor activity	Adora1	1	
GO:0005515_protein binding	Adora1	1	
GO:0031072_heat shock protein binding	Adora1	1	
GO:0031683_G-protein beta/gamma-subunit complex binding	Adora1	1	
GO:0032795_heterotrimeric G-protein binding	Adora1	1	
GO:0046982_protein heterodimerization activity	Adora1	1	
GO:0001609_G-protein coupled adenosine receptor activity	Adora2a	1	
GO:0001609_G-protein coupled adenosine receptor activity	Adora2a	1	
GO:0001609_G-protein coupled adenosine receptor activity	Adora2a	1	
GO:0004871_signal transducer activity	Adora2a	1	
GO:0004930_G-protein coupled receptor activity	Adora2a	1	
GO:0019899_enzyme binding	Adora2a	1	
GO:0031802_type 5 metabotropic glutamate receptor binding	Adora2a	1	
GO:0042802_identical protein binding	Adora2a	1	
GO:0046982_protein heterodimerization activity	Adora2a	1	
GO:0051393_alpha-actinin binding	Adora2a	1	
GO:0001609_G-protein coupled adenosine receptor activity	Adora2b	1	
GO:0004871_signal transducer activity	Adora2b	1	
GO:0004930_G-protein coupled receptor activity	Adora2b	1	
GO:0001609_G-protein coupled adenosine receptor activity	Adora3	1	
GO:0001609_G-protein coupled adenosine receptor activity	Adora3	1	
GO:0000287_magnesium ion binding	Adprh	1	
GO:0003875_ADP-ribosylarginine hydrolase activity	Adprh	1	
GO:0003875_ADP-ribosylarginine hydrolase activity	Adprh	1	
GO:0016787_hydrolase activity	Adprh	1	
GO:0003677_DNA binding	Parp1	1	
GO:0003682_chromatin binding	Parp1	1	
GO:0003723_RNA binding	Parp1	1	
GO:0003910_DNA ligase (ATP) activity	Parp1	1	
GO:0003950_NAD+ ADP-ribosyltransferase activity	Parp1	1	
GO:0003950_NAD+ ADP-ribosyltransferase activity	Parp1	1	
GO:0003950_NAD+ ADP-ribosyltransferase activity	Parp1	1	
GO:0005515_protein binding	Parp1	1	
GO:0008134_transcription factor binding	Parp1	1	
GO:0008270_zinc ion binding	Parp1	1	
GO:0016740_transferase activity	Parp1	1	
GO:0016757_transferase activity, transferring glycosyl groups	Parp1	1	
GO:0019899_enzyme binding	Parp1	1	
GO:0019901_protein kinase binding	Parp1	1	
GO:0030331_estrogen receptor binding	Parp1	1	
GO:0042802_identical protein binding	Parp1	1	
GO:0042826_histone deacetylase binding	Parp1	1	
GO:0046332_SMAD binding	Parp1	1	
GO:0046872_metal ion binding	Parp1	1	
GO:0047485_protein N-terminus binding	Parp1	1	
GO:0051287_NAD binding	Parp1	1	
GO:0070412_R-SMAD binding	Parp1	1	
GO:1990404_protein ADP-ribosylase activity	Parp1	1	
GO:1990404_protein ADP-ribosylase activity	Parp1	1	
GO:0003677_DNA binding	Parp2	1	
GO:0003910_DNA ligase (ATP) activity	Parp2	1	
GO:0003950_NAD+ ADP-ribosyltransferase activity	Parp2	1	
GO:0005515_protein binding	Parp2	1	
GO:0016740_transferase activity	Parp2	1	
GO:0016757_transferase activity, transferring glycosyl groups	Parp2	1	
GO:1990404_protein ADP-ribosylase activity	Parp2	1	
GO:0004871_signal transducer activity	Adra1b	1	
GO:0004930_G-protein coupled receptor activity	Adra1b	1	
GO:0004935_adrenergic receptor activity	Adra1b	1	
GO:0004937_alpha1-adrenergic receptor activity	Adra1b	1	
GO:0004937_alpha1-adrenergic receptor activity	Adra1b	1	
GO:0004937_alpha1-adrenergic receptor activity	Adra1b	1	
GO:0004937_alpha1-adrenergic receptor activity	Adra1b	1	
GO:0046982_protein heterodimerization activity	Adra1b	1	
GO:0004871_signal transducer activity	Adra1a	1	
GO:0004930_G-protein coupled receptor activity	Adra1a	1	
GO:0004935_adrenergic receptor activity	Adra1a	1	
GO:0004937_alpha1-adrenergic receptor activity	Adra1a	1	
GO:0004937_alpha1-adrenergic receptor activity	Adra1a	1	
GO:0004937_alpha1-adrenergic receptor activity	Adra1a	1	
GO:0046982_protein heterodimerization activity	Adra1a	1	
GO:0004871_signal transducer activity	Adra1d	1	
GO:0004930_G-protein coupled receptor activity	Adra1d	1	
GO:0004935_adrenergic receptor activity	Adra1d	1	
GO:0004937_alpha1-adrenergic receptor activity	Adra1d	1	
GO:0004937_alpha1-adrenergic receptor activity	Adra1d	1	
GO:0004935_adrenergic receptor activity	Adra2a	1	
GO:0004938_alpha2-adrenergic receptor activity	Adra2a	1	
GO:0004938_alpha2-adrenergic receptor activity	Adra2a	1	
GO:0005515_protein binding	Adra2a	1	
GO:0019901_protein kinase binding	Adra2a	1	
GO:0031696_alpha-2C adrenergic receptor binding	Adra2a	1	
GO:0031996_thioesterase binding	Adra2a	1	
GO:0032795_heterotrimeric G-protein binding	Adra2a	1	
GO:0042803_protein homodimerization activity	Adra2a	1	
GO:0046982_protein heterodimerization activity	Adra2a	1	
GO:0051379_epinephrine binding	Adra2a	1	
GO:0051380_norepinephrine binding	Adra2a	1	
GO:0004935_adrenergic receptor activity	Adra2b	1	
GO:0004938_alpha2-adrenergic receptor activity	Adra2b	1	
GO:0004938_alpha2-adrenergic receptor activity	Adra2b	1	
GO:0005515_protein binding	Adra2b	1	
GO:0051379_epinephrine binding	Adra2b	1	
GO:0004871_signal transducer activity	Adra2c	1	
GO:0004930_G-protein coupled receptor activity	Adra2c	1	
GO:0004935_adrenergic receptor activity	Adra2c	1	
GO:0004938_alpha2-adrenergic receptor activity	Adra2c	1	
GO:0004938_alpha2-adrenergic receptor activity	Adra2c	1	
GO:0031694_alpha-2A adrenergic receptor binding	Adra2c	1	
GO:0042803_protein homodimerization activity	Adra2c	1	
GO:0046982_protein heterodimerization activity	Adra2c	1	
GO:0051379_epinephrine binding	Adra2c	1	
GO:0004871_signal transducer activity	Adrb1	1	
GO:0004930_G-protein coupled receptor activity	Adrb1	1	
GO:0004935_adrenergic receptor activity	Adrb1	1	
GO:0004940_beta1-adrenergic receptor activity	Adrb1	1	
GO:0004940_beta1-adrenergic receptor activity	Adrb1	1	
GO:0004940_beta1-adrenergic receptor activity	Adrb1	1	
GO:0005057_signal transducer activity, downstream of receptor	Adrb1	1	
GO:0005088_Ras guanyl-nucleotide exchange factor activity	Adrb1	1	
GO:0005515_protein binding	Adrb1	1	
GO:0008144_drug binding	Adrb1	1	
GO:0030165_PDZ domain binding	Adrb1	1	
GO:0031694_alpha-2A adrenergic receptor binding	Adrb1	1	
GO:0035240_dopamine binding	Adrb1	1	
GO:0046982_protein heterodimerization activity	Adrb1	1	
GO:0051379_epinephrine binding	Adrb1	1	
GO:0051379_epinephrine binding	Adrb1	1	
GO:0051380_norepinephrine binding	Adrb1	1	
GO:0051380_norepinephrine binding	Adrb1	1	
