Annotation	Gene	Input
GO:0031012_extracellular matrix	Adamts1	1	
GO:0031410_cytoplasmic vesicle	Adamts1	1	
GO:0005768_endosome	Adcy6	1	
GO:0005886_plasma membrane	Adcy6	1	
GO:0005886_plasma membrane	Adcy6	1	
GO:0005929_cilium	Adcy6	1	
GO:0008074_guanylate cyclase complex, soluble	Adcy6	1	
GO:0016020_membrane	Adcy6	1	
GO:0016021_integral component of membrane	Adcy6	1	
GO:0031226_intrinsic component of plasma membrane	Adcy6	1	
GO:0031528_microvillus membrane	Adcy6	1	
GO:0042383_sarcolemma	Adcy6	1	
GO:0042995_cell projection	Adcy6	1	
GO:0045121_membrane raft	Adcy6	1	
GO:0005886_plasma membrane	Adcy7	1	
GO:0008074_guanylate cyclase complex, soluble	Adcy7	1	
GO:0016020_membrane	Adcy7	1	
GO:0016021_integral component of membrane	Adcy7	1	
GO:0005886_plasma membrane	Adcy8	1	
GO:0005886_plasma membrane	Adcy8	1	
GO:0008074_guanylate cyclase complex, soluble	Adcy8	1	
GO:0016020_membrane	Adcy8	1	
GO:0016021_integral component of membrane	Adcy8	1	
GO:0005886_plasma membrane	Adcy9	1	
GO:0005887_integral component of plasma membrane	Adcy9	1	
GO:0008074_guanylate cyclase complex, soluble	Adcy9	1	
GO:0016020_membrane	Adcy9	1	
GO:0016021_integral component of membrane	Adcy9	1	
GO:0030424_axon	Adcy9	1	
GO:0030425_dendrite	Adcy9	1	
GO:0005576_extracellular region	Adcyap1	1	
GO:0005615_extracellular space	Adcyap1	1	
GO:0043195_terminal bouton	Adcyap1	1	
GO:0005737_cytoplasm	Adcyap1r1	1	
GO:0005768_endosome	Adcyap1r1	1	
GO:0005791_rough endoplasmic reticulum	Adcyap1r1	1	
GO:0005886_plasma membrane	Adcyap1r1	1	
GO:0005901_caveola	Adcyap1r1	1	
GO:0005923_bicellular tight junction	Adcyap1r1	1	
GO:0009986_cell surface	Adcyap1r1	1	
GO:0016020_membrane	Adcyap1r1	1	
GO:0016021_integral component of membrane	Adcyap1r1	1	
GO:0043005_neuron projection	Adcyap1r1	1	
GO:0043235_receptor complex	Adcyap1r1	1	
GO:0005634_nucleus	Add1	1	
GO:0005654_nucleoplasm	Add1	1	
GO:0005737_cytoplasm	Add1	1	
GO:0005856_cytoskeleton	Add1	1	
GO:0005886_plasma membrane	Add1	1	
GO:0005886_plasma membrane	Add1	1	
GO:0005886_plasma membrane	Add1	1	
GO:0005913_cell-cell adherens junction	Add1	1	
GO:0005913_cell-cell adherens junction	Add1	1	
GO:0005925_focal adhesion	Add1	1	
GO:0008290_F-actin capping protein complex	Add1	1	
GO:0014069_postsynaptic density	Add1	1	
GO:0016020_membrane	Add1	1	
GO:0016604_nuclear body	Add1	1	
GO:0030425_dendrite	Add1	1	
GO:0043197_dendritic spine	Add1	1	
GO:0045202_synapse	Add1	1	
GO:0048471_perinuclear region of cytoplasm	Add1	1	
GO:0005737_cytoplasm	Add2	1	
GO:0005856_cytoskeleton	Add2	1	
GO:0005886_plasma membrane	Add2	1	
GO:0008290_F-actin capping protein complex	Add2	1	
GO:0014069_postsynaptic density	Add2	1	
GO:0016020_membrane	Add2	1	
GO:0031410_cytoplasmic vesicle	Add2	1	
GO:0044853_plasma membrane raft	Add2	1	
GO:0005634_nucleus	Plin2	1	
GO:0005737_cytoplasm	Plin2	1	
GO:0005811_lipid particle	Plin2	1	
GO:0005811_lipid particle	Plin2	1	
GO:0005829_cytosol	Plin2	1	
GO:0005886_plasma membrane	Plin2	1	
GO:0016020_membrane	Plin2	1	
GO:0005622_intracellular	Adh1	1	
GO:0005654_nucleoplasm	Adh1	1	
GO:0005737_cytoplasm	Adh1	1	
GO:0005739_mitochondrion	Adh1	1	
GO:0005829_cytosol	Adh1	1	
GO:0005886_plasma membrane	Adh1	1	
GO:0005622_intracellular	Adh7	1	
GO:0005737_cytoplasm	Adh7	1	
GO:0005829_cytosol	Adh7	1	
GO:0005886_plasma membrane	Adh7	1	
GO:0005634_nucleus	Adh5	1	
GO:0005737_cytoplasm	Adh5	1	
GO:0005739_mitochondrion	Adh5	1	
GO:0070062_extracellular exosome	Adh5	1	
GO:0005634_nucleus	Adk	1	
GO:0005634_nucleus	Adk	1	
GO:0005654_nucleoplasm	Adk	1	
GO:0005737_cytoplasm	Adk	1	
GO:0005829_cytosol	Adk	1	
GO:0005829_cytosol	Adk	1	
GO:0005576_extracellular region	Adm	1	
GO:0005615_extracellular space	Adm	1	
GO:0005737_cytoplasm	Adm	1	
GO:0005622_intracellular	Gpr182	1	
GO:0005886_plasma membrane	Gpr182	1	
GO:0016020_membrane	Gpr182	1	
GO:0016021_integral component of membrane	Gpr182	1	
GO:0005576_extracellular region	Cfd	1	
GO:0005615_extracellular space	Cfd	1	
GO:0005615_extracellular space	Cfd	1	
GO:0070062_extracellular exosome	Cfd	1	
GO:0005615_extracellular space	Adnp	1	
GO:0005615_extracellular space	Adnp	1	
GO:0005634_nucleus	Adnp	1	
GO:0005634_nucleus	Adnp	1	
GO:0005737_cytoplasm	Adnp	1	
GO:0030424_axon	Adnp	1	
GO:0030425_dendrite	Adnp	1	
GO:0043025_neuronal cell body	Adnp	1	
GO:0005783_endoplasmic reticulum	Adora1	1	
GO:0005886_plasma membrane	Adora1	1	
GO:0012505_endomembrane system	Adora1	1	
GO:0014069_postsynaptic density	Adora1	1	
GO:0016020_membrane	Adora1	1	
GO:0016021_integral component of membrane	Adora1	1	
GO:0016323_basolateral plasma membrane	Adora1	1	
GO:0030425_dendrite	Adora1	1	
GO:0030673_axolemma	Adora1	1	
GO:0032279_asymmetric synapse	Adora1	1	
GO:0042734_presynaptic membrane	Adora1	1	
GO:0043025_neuronal cell body	Adora1	1	
GO:0043195_terminal bouton	Adora1	1	
GO:0043197_dendritic spine	Adora1	1	
GO:0044297_cell body	Adora1	1	
GO:0045202_synapse	Adora1	1	
GO:0045211_postsynaptic membrane	Adora1	1	
GO:0048786_presynaptic active zone	Adora1	1	
GO:0005882_intermediate filament	Adora2a	1	
GO:0005886_plasma membrane	Adora2a	1	
GO:0005886_plasma membrane	Adora2a	1	
GO:0005887_integral component of plasma membrane	Adora2a	1	
GO:0012505_endomembrane system	Adora2a	1	
GO:0014069_postsynaptic density	Adora2a	1	
GO:0016020_membrane	Adora2a	1	
GO:0016020_membrane	Adora2a	1	
GO:0016021_integral component of membrane	Adora2a	1	
GO:0030424_axon	Adora2a	1	
GO:0030425_dendrite	Adora2a	1	
GO:0030673_axolemma	Adora2a	1	
GO:0032279_asymmetric synapse	Adora2a	1	
GO:0042734_presynaptic membrane	Adora2a	1	
GO:0043025_neuronal cell body	Adora2a	1	
GO:0045211_postsynaptic membrane	Adora2a	1	
GO:0048786_presynaptic active zone	Adora2a	1	
GO:0005886_plasma membrane	Adora2b	1	
GO:0005886_plasma membrane	Adora2b	1	
GO:0009986_cell surface	Adora2b	1	
GO:0016020_membrane	Adora2b	1	
GO:0016021_integral component of membrane	Adora2b	1	
GO:0005886_plasma membrane	Adora3	1	
GO:0005887_integral component of plasma membrane	Adora3	1	
GO:0005622_intracellular	Adprh	1	
GO:0000784_nuclear chromosome, telomeric region	Parp1	1	
GO:0005634_nucleus	Parp1	1	
GO:0005634_nucleus	Parp1	1	
GO:0005634_nucleus	Parp1	1	
GO:0005635_nuclear envelope	Parp1	1	
GO:0005654_nucleoplasm	Parp1	1	
GO:0005667_transcription factor complex	Parp1	1	
GO:0005730_nucleolus	Parp1	1	
GO:0005730_nucleolus	Parp1	1	
GO:0005737_cytoplasm	Parp1	1	
GO:0005739_mitochondrion	Parp1	1	
GO:0016020_membrane	Parp1	1	
GO:0032993_protein-DNA complex	Parp1	1	
GO:0043234_protein complex	Parp1	1	
GO:0043234_protein complex	Parp1	1	
GO:0005634_nucleus	Parp2	1	
GO:0005634_nucleus	Parp2	1	
GO:0005654_nucleoplasm	Parp2	1	
GO:0005654_nucleoplasm	Parp2	1	
GO:0005730_nucleolus	Parp2	1	
GO:0005730_nucleolus	Parp2	1	
GO:0005737_cytoplasm	Parp2	1	
GO:0005634_nucleus	Adra1b	1	
GO:0005886_plasma membrane	Adra1b	1	
GO:0005887_integral component of plasma membrane	Adra1b	1	
GO:0014704_intercalated disc	Adra1b	1	
GO:0016020_membrane	Adra1b	1	
GO:0016021_integral component of membrane	Adra1b	1	
GO:0030315_T-tubule	Adra1b	1	
GO:0031965_nuclear membrane	Adra1b	1	
GO:0005634_nucleus	Adra1a	1	
GO:0005886_plasma membrane	Adra1a	1	
GO:0005887_integral component of plasma membrane	Adra1a	1	
GO:0016020_membrane	Adra1a	1	
GO:0016020_membrane	Adra1a	1	
GO:0016021_integral component of membrane	Adra1a	1	
GO:0030018_Z disc	Adra1a	1	
GO:0030315_T-tubule	Adra1a	1	
GO:0031965_nuclear membrane	Adra1a	1	
GO:0005829_cytosol	Adra1d	1	
GO:0005886_plasma membrane	Adra1d	1	
GO:0005887_integral component of plasma membrane	Adra1d	1	
GO:0016020_membrane	Adra1d	1	
GO:0016021_integral component of membrane	Adra1d	1	
GO:0005737_cytoplasm	Adra2a	1	
GO:0005886_plasma membrane	Adra2a	1	
GO:0005887_integral component of plasma membrane	Adra2a	1	
GO:0005887_integral component of plasma membrane	Adra2a	1	
GO:0043235_receptor complex	Adra2a	1	
GO:0045202_synapse	Adra2a	1	
GO:0005887_integral component of plasma membrane	Adra2b	1	
GO:0005737_cytoplasm	Adra2c	1	
GO:0005886_plasma membrane	Adra2c	1	
GO:0005887_integral component of plasma membrane	Adra2c	1	
GO:0005887_integral component of plasma membrane	Adra2c	1	
GO:0016020_membrane	Adra2c	1	
GO:0016021_integral component of membrane	Adra2c	1	
GO:0030424_axon	Adra2c	1	
GO:0043679_axon terminus	Adra2c	1	
GO:0005634_nucleus	Adrb1	1	
GO:0005737_cytoplasm	Adrb1	1	
GO:0005768_endosome	Adrb1	1	
GO:0005769_early endosome	Adrb1	1	
GO:0005886_plasma membrane	Adrb1	1	
GO:0005887_integral component of plasma membrane	Adrb1	1	
GO:0016020_membrane	Adrb1	1	
GO:0016020_membrane	Adrb1	1	
GO:0016021_integral component of membrane	Adrb1	1	
GO:0043231_intracellular membrane-bounded organelle	Adrb1	1	
GO:0005634_nucleus	Adrb2	1	
GO:0005634_nucleus	Adrb2	1	
GO:0005737_cytoplasm	Adrb2	1	
GO:0005768_endosome	Adrb2	1	
GO:0005886_plasma membrane	Adrb2	1	
GO:0005887_integral component of plasma membrane	Adrb2	1	
GO:0005887_integral component of plasma membrane	Adrb2	1	
GO:0005901_caveola	Adrb2	1	
GO:0016020_membrane	Adrb2	1	
GO:0016020_membrane	Adrb2	1	
GO:0016021_integral component of membrane	Adrb2	1	
GO:0016324_apical plasma membrane	Adrb2	1	
GO:0030424_axon	Adrb2	1	
GO:0030425_dendrite	Adrb2	1	
GO:0032809_neuronal cell body membrane	Adrb2	1	
GO:0042383_sarcolemma	Adrb2	1	
GO:0043197_dendritic spine	Adrb2	1	
GO:0043231_intracellular membrane-bounded organelle	Adrb2	1	
GO:0043235_receptor complex	Adrb2	1	
GO:0005634_nucleus	Adrb3	1	
GO:0005886_plasma membrane	Adrb3	1	
GO:0005887_integral component of plasma membrane	Adrb3	1	
GO:0016020_membrane	Adrb3	1	
GO:0016021_integral component of membrane	Adrb3	1	
GO:0043235_receptor complex	Adrb3	1	
GO:0005739_mitochondrion	Adsl	1	
GO:0005829_cytosol	Adsl	1	
GO:0005737_cytoplasm	Adssl1	1	
GO:0005737_cytoplasm	Adssl1	1	
GO:0016020_membrane	Adssl1	1	
GO:0005737_cytoplasm	Adss	1	
GO:0005829_cytosol	Adss	1	
GO:0005886_plasma membrane	Adss	1	
GO:0070062_extracellular exosome	Adss	1	
GO:0005737_cytoplasm	Avil	1	
GO:0005856_cytoskeleton	Avil	1	
GO:0042995_cell projection	Avil	1	
GO:0043005_neuron projection	Avil	1	
GO:0005576_extracellular region	Aebp1	1	
GO:0005615_extracellular space	Aebp1	1	
GO:0005615_extracellular space	Aebp1	1	
GO:0005634_nucleus	Aebp1	1	
GO:0005737_cytoplasm	Aebp1	1	
GO:0031012_extracellular matrix	Aebp1	1	
GO:0070062_extracellular exosome	Aebp1	1	
GO:0005634_nucleus	Aebp2	1	
GO:0005634_nucleus	Aebp2	1	
GO:0035098_ESC/E(Z) complex	Aebp2	1	
GO:0035098_ESC/E(Z) complex	Aebp2	1	
GO:0005576_extracellular region	Crisp1	1	
GO:0031410_cytoplasmic vesicle	Crisp1	1	
GO:0005576_extracellular region	Crisp3	1	
GO:0031410_cytoplasmic vesicle	Crisp3	1	
GO:0005576_extracellular region	Afp	1	
GO:0005615_extracellular space	Afp	1	
GO:0005615_extracellular space	Afp	1	
GO:0005737_cytoplasm	Afp	1	
GO:0005737_cytoplasm	Afp	1	
GO:0005829_cytosol	Afp	1	
GO:0005615_extracellular space	Aga	1	
GO:0005764_lysosome	Aga	1	
GO:0005783_endoplasmic reticulum	Aga	1	
GO:0070062_extracellular exosome	Aga	1	
GO:0005576_extracellular region	Acan	1	
GO:0005578_proteinaceous extracellular matrix	Acan	1	
GO:0005604_basement membrane	Acan	1	
GO:0005615_extracellular space	Acan	1	
GO:0005615_extracellular space	Acan	1	
GO:0043005_neuron projection	Acan	1	
GO:0043025_neuronal cell body	Acan	1	
GO:0072534_perineuronal net	Acan	1	
GO:0001650_fibrillar center	Ager	1	
GO:0005576_extracellular region	Ager	1	
GO:0005576_extracellular region	Ager	1	
GO:0005615_extracellular space	Ager	1	
GO:0005634_nucleus	Ager	1	
GO:0005737_cytoplasm	Ager	1	
GO:0005829_cytosol	Ager	1	
GO:0005886_plasma membrane	Ager	1	
GO:0009897_external side of plasma membrane	Ager	1	
GO:0009925_basal plasma membrane	Ager	1	
GO:0009986_cell surface	Ager	1	
GO:0016020_membrane	Ager	1	
GO:0016021_integral component of membrane	Ager	1	
GO:0030054_cell junction	Ager	1	
GO:0030424_axon	Ager	1	
GO:0043025_neuronal cell body	Ager	1	
GO:0005576_extracellular region	Angpt1	1	
GO:0005615_extracellular space	Angpt1	1	
GO:0005886_plasma membrane	Angpt1	1	
GO:0005902_microvillus	Angpt1	1	
GO:0045121_membrane raft	Angpt1	1	
GO:0070062_extracellular exosome	Angpt1	1	
GO:0005576_extracellular region	Angpt2	1	
GO:0005615_extracellular space	Angpt2	1	
GO:0005615_extracellular space	Angpt2	1	
GO:0005634_nucleus	Angpt2	1	
GO:0005886_plasma membrane	Angpt2	1	
GO:0042995_cell projection	Angpt2	1	
GO:0005576_extracellular region	Angpt4	1	
GO:0005615_extracellular space	Angpt4	1	
GO:0005604_basement membrane	Agrn	1	
GO:0005604_basement membrane	Agrn	1	
GO:0005605_basal lamina	Agrn	1	
GO:0005605_basal lamina	Agrn	1	
GO:0005615_extracellular space	Agrn	1	
GO:0005615_extracellular space	Agrn	1	
GO:0005829_cytosol	Agrn	1	
GO:0005886_plasma membrane	Agrn	1	
GO:0009986_cell surface	Agrn	1	
GO:0016020_membrane	Agrn	1	
GO:0016021_integral component of membrane	Agrn	1	
GO:0030054_cell junction	Agrn	1	
GO:0031012_extracellular matrix	Agrn	1	
GO:0031012_extracellular matrix	Agrn	1	
GO:0042383_sarcolemma	Agrn	1	
GO:0043083_synaptic cleft	Agrn	1	
GO:0044295_axonal growth cone	Agrn	1	
GO:0045202_synapse	Agrn	1	
GO:0045202_synapse	Agrn	1	
GO:0070062_extracellular exosome	Agrn	1	
GO:0005576_extracellular region	Agrp	1	
GO:0005615_extracellular space	Agrp	1	
GO:0005794_Golgi apparatus	Agrp	1	
GO:0005796_Golgi lumen	Agrp	1	
GO:0043025_neuronal cell body	Agrp	1	
GO:0070062_extracellular exosome	Agrp	1	
GO:0005576_extracellular region	Gla	1	
GO:0005615_extracellular space	Gla	1	
GO:0005737_cytoplasm	Gla	1	
GO:0005764_lysosome	Gla	1	
GO:0005764_lysosome	Gla	1	
GO:0005794_Golgi apparatus	Gla	1	
GO:0070062_extracellular exosome	Gla	1	
GO:0005615_extracellular space	Agt	1	
GO:0005615_extracellular space	Agt	1	
GO:0005737_cytoplasm	Agt	1	
GO:0070062_extracellular exosome	Agt	1	
GO:0072562_blood microparticle	Agt	1	
GO:0005737_cytoplasm	Agtr1a	1	
GO:0005768_endosome	Agtr1a	1	
GO:0005794_Golgi apparatus	Agtr1a	1	
GO:0005886_plasma membrane	Agtr1a	1	
GO:0005886_plasma membrane	Agtr1a	1	
GO:0012505_endomembrane system	Agtr1a	1	
GO:0012506_vesicle membrane	Agtr1a	1	
GO:0016020_membrane	Agtr1a	1	
GO:0016021_integral component of membrane	Agtr1a	1	
GO:0016323_basolateral plasma membrane	Agtr1a	1	
GO:0030425_dendrite	Agtr1a	1	
GO:0031410_cytoplasmic vesicle	Agtr1a	1	
GO:0031968_organelle outer membrane	Agtr1a	1	
GO:0031983_vesicle lumen	Agtr1a	1	
GO:0055037_recycling endosome	Agtr1a	1	
GO:0005886_plasma membrane	Agtr1b	1	
GO:0012506_vesicle membrane	Agtr1b	1	
GO:0016020_membrane	Agtr1b	1	
GO:0016021_integral component of membrane	Agtr1b	1	
GO:0016323_basolateral plasma membrane	Agtr1b	1	
GO:0031983_vesicle lumen	Agtr1b	1	
GO:0005886_plasma membrane	Agtr2	1	
GO:0016020_membrane	Agtr2	1	
GO:0016021_integral component of membrane	Agtr2	1	
GO:0048471_perinuclear region of cytoplasm	Agtr2	1	
GO:0005654_nucleoplasm	Agtrap	1	
GO:0005783_endoplasmic reticulum	Agtrap	1	
GO:0005794_Golgi apparatus	Agtrap	1	
GO:0005829_cytosol	Agtrap	1	
GO:0005886_plasma membrane	Agtrap	1	
GO:0005938_cell cortex	Agtrap	1	
GO:0016020_membrane	Agtrap	1	
GO:0016021_integral component of membrane	Agtrap	1	
GO:0031410_cytoplasmic vesicle	Agtrap	1	
GO:0043231_intracellular membrane-bounded organelle	Agtrap	1	
GO:0005739_mitochondrion	Agxt	1	
GO:0005739_mitochondrion	Agxt	1	
GO:0005759_mitochondrial matrix	Agxt	1	
GO:0005777_peroxisome	Agxt	1	
GO:0005777_peroxisome	Agxt	1	
GO:0005782_peroxisomal matrix	Agxt	1	
GO:0043231_intracellular membrane-bounded organelle	Agxt	1	
GO:0005634_nucleus	Nr0b1	1	
GO:0005634_nucleus	Nr0b1	1	
GO:0005654_nucleoplasm	Nr0b1	1	
GO:0005737_cytoplasm	Nr0b1	1	
GO:0005737_cytoplasm	Nr0b1	1	
GO:0016020_membrane	Nr0b1	1	
GO:0042788_polysomal ribosome	Nr0b1	1	
GO:0042788_polysomal ribosome	Nr0b1	1	
GO:0005634_nucleus	Ahr	1	
GO:0005634_nucleus	Ahr	1	
GO:0005654_nucleoplasm	Ahr	1	
GO:0005667_transcription factor complex	Ahr	1	
GO:0005737_cytoplasm	Ahr	1	
GO:0005737_cytoplasm	Ahr	1	
GO:0005829_cytosol	Ahr	1	
GO:0005829_cytosol	Ahr	1	
GO:0034751_aryl hydrocarbon receptor complex	Ahr	1	
GO:0034752_cytosolic aryl hydrocarbon receptor complex	Ahr	1	
GO:0034753_nuclear aryl hydrocarbon receptor complex	Ahr	1	
GO:0043234_protein complex	Ahr	1	
GO:0005634_nucleus	Ahrr	1	
GO:0005654_nucleoplasm	Ahrr	1	
GO:0005737_cytoplasm	Ahrr	1	
GO:0005829_cytosol	Ahrr	1	
GO:0005576_extracellular region	Ahsg	1	
GO:0005615_extracellular space	Ahsg	1	
GO:0005794_Golgi apparatus	Ahsg	1	
GO:0031012_extracellular matrix	Ahsg	1	
GO:0031012_extracellular matrix	Ahsg	1	
GO:0043234_protein complex	Ahsg	1	
GO:0070062_extracellular exosome	Ahsg	1	
GO:0072562_blood microparticle	Ahsg	1	
GO:0072562_blood microparticle	Ahsg	1	
GO:0000178_exosome (RNase complex)	Aicda	1	
GO:0005634_nucleus	Aicda	1	
GO:0005634_nucleus	Aicda	1	
GO:0005737_cytoplasm	Aicda	1	
GO:0001726_ruffle	Aif1	1	
GO:0001891_phagocytic cup	Aif1	1	
GO:0005634_nucleus	Aif1	1	
GO:0005634_nucleus	Aif1	1	
GO:0005737_cytoplasm	Aif1	1	
GO:0005737_cytoplasm	Aif1	1	
GO:0005829_cytosol	Aif1	1	
GO:0005856_cytoskeleton	Aif1	1	
GO:0005884_actin filament	Aif1	1	
GO:0005884_actin filament	Aif1	1	
GO:0005886_plasma membrane	Aif1	1	
GO:0016020_membrane	Aif1	1	
GO:0030027_lamellipodium	Aif1	1	
GO:0030027_lamellipodium	Aif1	1	
GO:0032587_ruffle membrane	Aif1	1	
GO:0032587_ruffle membrane	Aif1	1	
GO:0042995_cell projection	Aif1	1	
GO:0043204_perikaryon	Aif1	1	
GO:0048471_perinuclear region of cytoplasm	Aif1	1	
GO:0005575_cellular_component	Aim1	1	
GO:0005737_cytoplasm	Aip	1	
GO:0005829_cytosol	Aip	1	
GO:0005829_cytosol	Aip	1	
GO:0005886_plasma membrane	Aip	1	
GO:0016020_membrane	Aip	1	
GO:0034751_aryl hydrocarbon receptor complex	Aip	1	
GO:0005622_intracellular	Aire	1	
GO:0005634_nucleus	Aire	1	
GO:0005737_cytoplasm	Aire	1	
GO:0016604_nuclear body	Aire	1	
GO:0001520_outer dense fiber	Ak1	1	
GO:0005737_cytoplasm	Ak1	1	
GO:0005829_cytosol	Ak1	1	
GO:0005886_plasma membrane	Ak1	1	
GO:0030017_sarcomere	Ak1	1	
GO:0036126_sperm flagellum	Ak1	1	
GO:0043005_neuron projection	Ak1	1	
GO:0048471_perinuclear region of cytoplasm	Ak1	1	
GO:0070062_extracellular exosome	Ak1	1	
GO:0005634_nucleus	Ak2	1	
GO:0005737_cytoplasm	Ak2	1	
GO:0005739_mitochondrion	Ak2	1	
GO:0005739_mitochondrion	Ak2	1	
GO:0005743_mitochondrial inner membrane	Ak2	1	
GO:0005758_mitochondrial intermembrane space	Ak2	1	
GO:0005829_cytosol	Ak2	1	
GO:0036126_sperm flagellum	Ak2	1	
GO:0070062_extracellular exosome	Ak2	1	
GO:0097226_sperm mitochondrial sheath	Ak2	1	
GO:0005739_mitochondrion	Ak4	1	
GO:0005739_mitochondrion	Ak4	1	
GO:0005759_mitochondrial matrix	Ak4	1	
GO:0070062_extracellular exosome	Ak4	1	
GO:0005739_mitochondrion	Akap1	1	
GO:0005739_mitochondrion	Akap1	1	
GO:0005741_mitochondrial outer membrane	Akap1	1	
GO:0005743_mitochondrial inner membrane	Akap1	1	
GO:0005759_mitochondrial matrix	Akap1	1	
GO:0005783_endoplasmic reticulum	Akap1	1	
GO:0005811_lipid particle	Akap1	1	
GO:0016020_membrane	Akap1	1	
GO:0016021_integral component of membrane	Akap1	1	
GO:0030061_mitochondrial crista	Akap1	1	
GO:0031594_neuromuscular junction	Akap1	1	
GO:0045211_postsynaptic membrane	Akap1	1	
GO:0043234_protein complex	Akap2	1	
GO:0001669_acrosomal vesicle	Akap3	1	
GO:0005634_nucleus	Akap3	1	
GO:0031410_cytoplasmic vesicle	Akap3	1	
GO:0031514_motile cilium	Akap3	1	
GO:0035686_sperm fibrous sheath	Akap3	1	
GO:0097228_sperm principal piece	Akap3	1	
GO:0097228_sperm principal piece	Akap3	1	
GO:0005634_nucleus	Akap4	1	
GO:0005929_cilium	Akap4	1	
GO:0030018_Z disc	Akap4	1	
GO:0031514_motile cilium	Akap4	1	
GO:0031514_motile cilium	Akap4	1	
GO:0035686_sperm fibrous sheath	Akap4	1	
GO:0042995_cell projection	Akap4	1	
GO:0048471_perinuclear region of cytoplasm	Akap4	1	
GO:0097228_sperm principal piece	Akap4	1	
GO:0005578_proteinaceous extracellular matrix	Alpl	1	
GO:0005615_extracellular space	Alpl	1	
GO:0005886_plasma membrane	Alpl	1	
GO:0005886_plasma membrane	Alpl	1	
GO:0016020_membrane	Alpl	1	
GO:0031225_anchored component of membrane	Alpl	1	
GO:0065010_extracellular membrane-bounded organelle	Alpl	1	
GO:0070062_extracellular exosome	Alpl	1	
GO:0005886_plasma membrane	Akp3	1	
GO:0005903_brush border	Akp3	1	
GO:0009897_external side of plasma membrane	Akp3	1	
GO:0005886_plasma membrane	Alppl2	1	
GO:0016020_membrane	Alppl2	1	
GO:0030016_myofibril	Alppl2	1	
GO:0031225_anchored component of membrane	Alppl2	1	
GO:0005634_nucleus	Akt1	1	
GO:0005634_nucleus	Akt1	1	
GO:0005737_cytoplasm	Akt1	1	
GO:0005737_cytoplasm	Akt1	1	
GO:0005739_mitochondrion	Akt1	1	
GO:0005819_spindle	Akt1	1	
GO:0005829_cytosol	Akt1	1	
GO:0005886_plasma membrane	Akt1	1	
GO:0005886_plasma membrane	Akt1	1	
